"","age","job","marital","education","contact","days_since._signed_in","Time.spend.on.website","Number_of_campaigns","previous_purchases","Purchase_Made"
"1440",31,"management","married","tertiary","cellular",24,1441,2,0,"yes"
"1441",49,"self-employed","married","secondary","cellular",12,428,2,0,"no"
"1442",29,"services","married","secondary","cellular",28,322,3,0,"no"
"1443",55,"technician","married","secondary","cellular",29,104,1,0,"no"
"1444",30,"admin.","married","secondary","cellular",8,127,1,0,"no"
"1445",45,"services","single","primary","unknown",3,1259,6,0,"yes"
"1446",39,"technician","married","tertiary","cellular",28,114,2,0,"no"
"1447",36,"admin.","married","secondary","unknown",13,106,1,0,"no"
"1448",33,"management","married","tertiary","cellular",19,305,1,3,"no"
"1449",36,"management","married","tertiary","cellular",12,307,1,0,"yes"
"1450",31,"technician","single","secondary","cellular",11,1504,2,0,"no"
"1451",36,"technician","married","unknown","cellular",11,396,3,0,"no"
"1452",38,"technician","single","tertiary","cellular",1,71,1,0,"no"
"1453",40,"technician","married","secondary","unknown",13,134,2,0,"no"
"1454",31,"blue-collar","married","secondary","cellular",5,166,2,0,"yes"
"1455",39,"services","married","secondary","cellular",31,81,5,0,"no"
"1456",33,"admin.","married","tertiary","cellular",4,77,2,0,"no"
"1457",53,"services","divorced","secondary","cellular",12,80,2,0,"yes"
"1458",38,"management","married","tertiary","cellular",13,537,5,2,"no"
"1459",59,"technician","married","secondary","cellular",15,415,1,1,"yes"
"1460",55,"blue-collar","married","primary","cellular",19,291,1,0,"no"
"1461",38,"technician","single","tertiary","cellular",14,283,1,12,"no"
"1462",48,"services","married","secondary","telephone",20,70,4,0,"no"
"1463",53,"blue-collar","married","secondary","unknown",5,611,2,0,"no"
"1464",44,"admin.","divorced","secondary","cellular",9,132,3,0,"no"
"1465",57,"management","married","tertiary","unknown",18,26,1,0,"no"
"1466",29,"blue-collar","single","secondary","cellular",11,262,3,0,"no"
"1467",31,"services","married","secondary","unknown",21,272,1,0,"no"
"1468",35,"technician","single","tertiary","cellular",28,137,1,3,"no"
"1469",31,"blue-collar","married","primary","cellular",30,95,1,0,"no"
"1470",35,"self-employed","married","tertiary","cellular",19,140,2,0,"no"
"1471",40,"management","single","secondary","unknown",16,71,11,0,"no"
"1472",39,"blue-collar","married","secondary","cellular",7,502,1,2,"no"
"1473",43,"technician","single","tertiary","unknown",3,164,7,0,"no"
"1474",44,"entrepreneur","married","primary","unknown",15,219,1,0,"no"
"1475",29,"technician","single","secondary","cellular",12,328,2,4,"yes"
"1476",40,"technician","married","secondary","unknown",14,224,2,0,"no"
"1477",33,"entrepreneur","married","primary","cellular",18,63,2,0,"no"
"1478",46,"management","married","tertiary","cellular",29,24,13,0,"no"
"1479",26,"admin.","single","secondary","cellular",30,84,3,0,"no"
"1480",41,"technician","married","secondary","cellular",9,175,1,0,"no"
"1481",34,"technician","married","tertiary","cellular",21,12,21,0,"no"
"1482",39,"technician","single","tertiary","cellular",25,40,15,0,"no"
"1483",27,"services","single","secondary","cellular",18,217,1,0,"no"
"1484",31,"blue-collar","married","secondary","cellular",23,235,11,0,"no"
"1485",44,"unemployed","single","secondary","cellular",28,255,1,0,"no"
"1486",55,"retired","married","tertiary","cellular",8,256,1,0,"no"
"1487",51,"blue-collar","divorced","primary","telephone",30,41,2,0,"no"
"1488",50,"management","married","tertiary","unknown",25,75,1,0,"no"
"1489",30,"services","married","secondary","cellular",5,192,4,0,"no"
"1490",46,"technician","married","secondary","unknown",28,796,1,0,"yes"
"1491",49,"admin.","married","secondary","cellular",25,220,3,0,"no"
"1492",56,"retired","married","secondary","cellular",12,614,2,0,"no"
"1493",47,"admin.","divorced","secondary","cellular",28,1126,4,0,"yes"
"1494",30,"admin.","married","secondary","telephone",16,161,2,0,"no"
"1495",36,"entrepreneur","single","secondary","cellular",25,141,3,0,"no"
"1496",40,"management","married","tertiary","telephone",25,697,1,0,"no"
"1497",37,"technician","single","secondary","unknown",9,223,2,0,"no"
"1498",42,"admin.","divorced","secondary","cellular",30,931,1,0,"yes"
"1499",45,"technician","married","secondary","cellular",17,483,1,1,"no"
"1500",34,"unemployed","single","secondary","cellular",17,63,2,0,"no"
"1501",27,"admin.","single","secondary","cellular",11,271,5,0,"no"
"1502",30,"blue-collar","married","secondary","cellular",15,144,5,0,"no"
"1503",32,"technician","married","secondary","cellular",8,79,3,0,"no"
"1504",46,"housemaid","married","primary","telephone",21,171,1,0,"no"
"1505",29,"self-employed","married","tertiary","cellular",18,73,4,0,"no"
"1506",32,"technician","married","secondary","cellular",20,60,1,4,"no"
"1507",49,"unemployed","married","secondary","unknown",14,257,1,0,"no"
"1508",35,"management","married","tertiary","cellular",4,198,2,1,"no"
"1509",38,"blue-collar","married","secondary","cellular",13,217,3,1,"no"
"1510",39,"entrepreneur","married","primary","cellular",19,134,1,0,"no"
"1511",34,"technician","single","secondary","cellular",26,41,1,0,"no"
"1512",42,"blue-collar","married","primary","cellular",19,611,2,12,"no"
"1513",35,"blue-collar","single","unknown","unknown",6,216,3,0,"no"
"1514",60,"admin.","married","secondary","cellular",6,388,8,0,"no"
"1515",57,"technician","divorced","secondary","unknown",5,242,1,0,"no"
"1516",31,"blue-collar","single","secondary","cellular",7,387,1,0,"no"
"1517",29,"management","single","secondary","cellular",7,90,1,0,"no"
"1518",41,"services","married","secondary","telephone",20,281,2,0,"no"
"1519",46,"blue-collar","married","primary","cellular",17,332,1,0,"no"
"1520",33,"technician","married","secondary","cellular",4,218,1,0,"yes"
"1521",32,"blue-collar","single","secondary","unknown",21,650,2,0,"no"
"1522",54,"management","divorced","tertiary","telephone",18,1034,1,0,"yes"
"1523",37,"services","married","secondary","cellular",8,182,2,2,"no"
"1524",32,"technician","single","secondary","cellular",25,156,1,0,"no"
"1525",43,"management","married","tertiary","cellular",6,171,3,0,"no"
"1526",50,"blue-collar","divorced","secondary","telephone",19,265,1,4,"no"
"1527",34,"blue-collar","married","secondary","cellular",20,10,3,0,"no"
"1528",31,"admin.","divorced","secondary","cellular",16,350,1,0,"no"
"1529",43,"self-employed","married","secondary","cellular",17,65,1,1,"no"
"1530",49,"entrepreneur","married","secondary","cellular",23,58,1,0,"no"
"1531",22,"student","single","unknown","cellular",3,69,3,0,"no"
"1532",35,"management","married","tertiary","cellular",29,127,2,0,"no"
"1533",56,"admin.","married","secondary","telephone",19,154,2,0,"no"
"1534",53,"blue-collar","married","secondary","telephone",31,36,4,0,"no"
"1535",54,"entrepreneur","married","tertiary","cellular",5,85,7,3,"no"
"1536",32,"services","single","unknown","cellular",14,362,1,13,"no"
"1537",41,"self-employed","married","secondary","cellular",11,49,1,0,"no"
"1538",40,"blue-collar","married","secondary","cellular",6,410,1,0,"no"
"1539",33,"blue-collar","married","primary","cellular",8,253,3,0,"no"
"1540",33,"management","single","tertiary","cellular",19,570,1,0,"no"
"1541",34,"blue-collar","married","secondary","cellular",24,633,7,0,"no"
"1542",36,"services","married","secondary","unknown",6,82,4,0,"no"
"1543",34,"entrepreneur","married","tertiary","cellular",8,164,1,0,"no"
"1544",55,"management","married","primary","unknown",9,175,3,0,"no"
"1545",28,"student","single","tertiary","cellular",15,659,4,0,"yes"
"1546",29,"admin.","single","secondary","cellular",17,139,2,0,"no"
"1547",31,"admin.","single","secondary","unknown",4,43,11,0,"no"
"1548",52,"management","married","tertiary","cellular",22,343,5,0,"no"
"1549",54,"services","married","unknown","cellular",19,74,1,1,"no"
"1550",43,"blue-collar","married","primary","unknown",15,302,8,0,"no"
"1551",55,"entrepreneur","married","secondary","cellular",14,455,13,0,"no"
"1552",28,"blue-collar","divorced","unknown","unknown",28,126,4,0,"no"
"1553",45,"unemployed","divorced","secondary","cellular",18,107,1,0,"no"
"1554",45,"entrepreneur","married","primary","unknown",14,120,1,0,"no"
"1555",51,"management","married","tertiary","cellular",18,727,4,0,"no"
"1556",42,"technician","single","secondary","unknown",7,275,4,0,"no"
"1557",34,"management","married","tertiary","cellular",18,61,4,0,"no"
"1558",36,"blue-collar","married","primary","cellular",15,232,2,5,"no"
"1559",37,"blue-collar","married","secondary","cellular",10,214,1,0,"no"
"1560",50,"blue-collar","married","secondary","telephone",11,21,1,0,"no"
"1561",42,"management","divorced","unknown","cellular",16,138,2,0,"yes"
"1562",34,"blue-collar","single","primary","cellular",18,173,1,2,"no"
"1563",48,"management","married","secondary","cellular",16,635,1,0,"no"
"1564",47,"admin.","married","secondary","cellular",14,77,2,0,"no"
"1565",40,"management","married","tertiary","unknown",12,73,1,0,"no"
"1566",37,"management","married","tertiary","cellular",18,540,2,3,"no"
"1567",38,"blue-collar","married","primary","unknown",3,179,2,0,"no"
"1568",29,"technician","single","tertiary","cellular",17,119,1,0,"no"
"1569",46,"blue-collar","married","primary","telephone",20,107,1,1,"no"
"1570",26,"blue-collar","married","secondary","unknown",19,48,2,0,"no"
"1571",30,"services","single","tertiary","unknown",29,447,4,0,"no"
"1572",42,"blue-collar","married","secondary","cellular",17,430,2,0,"no"
"1573",42,"management","single","tertiary","cellular",7,64,2,0,"no"
"1574",31,"admin.","single","secondary","unknown",28,217,5,0,"no"
"1575",37,"management","single","tertiary","cellular",7,77,1,0,"no"
"1576",26,"blue-collar","married","secondary","unknown",26,16,11,0,"no"
"1577",54,"blue-collar","married","unknown","cellular",4,753,2,0,"no"
"1578",70,"retired","married","secondary","cellular",26,125,2,1,"no"
"1579",29,"self-employed","single","secondary","unknown",28,1210,1,0,"no"
"1580",50,"services","married","secondary","cellular",9,185,1,0,"no"
"1581",60,"unemployed","divorced","secondary","cellular",4,80,1,0,"no"
"1582",32,"technician","single","secondary","cellular",19,156,2,0,"no"
"1583",32,"technician","married","secondary","cellular",29,403,3,0,"no"
"1584",34,"self-employed","single","tertiary","cellular",17,145,2,0,"no"
"1585",48,"services","single","primary","cellular",12,17,7,0,"no"
"1586",25,"student","married","tertiary","cellular",9,160,1,0,"no"
"1587",32,"management","married","secondary","cellular",18,486,2,2,"no"
"1588",32,"blue-collar","married","primary","cellular",3,321,1,0,"no"
"1589",47,"admin.","divorced","secondary","unknown",9,203,4,0,"no"
"1590",32,"technician","married","unknown","cellular",31,646,3,2,"no"
"1591",49,"management","single","tertiary","cellular",8,97,3,0,"yes"
"1592",53,"services","married","secondary","cellular",16,144,2,0,"no"
"1593",41,"blue-collar","single","unknown","unknown",20,30,6,0,"no"
"1594",47,"management","divorced","tertiary","cellular",15,82,2,0,"no"
"1595",35,"blue-collar","married","primary","unknown",13,326,4,0,"no"
"1596",33,"management","single","secondary","cellular",19,414,3,0,"no"
"1597",49,"blue-collar","married","primary","cellular",16,285,5,0,"no"
"1598",46,"management","divorced","tertiary","cellular",11,716,3,0,"yes"
"1599",29,"management","divorced","tertiary","unknown",28,449,4,0,"no"
"1600",58,"self-employed","married","primary","unknown",17,16,3,0,"no"
"1601",40,"admin.","single","secondary","unknown",2,65,1,0,"no"
"1602",34,"management","married","tertiary","cellular",18,138,1,0,"no"
"1603",60,"retired","married","primary","cellular",10,121,3,0,"no"
"1604",43,"management","married","tertiary","cellular",27,140,2,0,"no"
"1605",50,"blue-collar","married","primary","cellular",18,256,6,0,"no"
"1606",33,"blue-collar","married","secondary","cellular",31,61,4,0,"no"
"1607",37,"blue-collar","married","primary","cellular",14,367,2,0,"no"
"1608",55,"self-employed","married","secondary","telephone",14,9,5,12,"no"
"1609",45,"blue-collar","single","primary","cellular",15,395,4,0,"no"
"1610",47,"blue-collar","married","primary","cellular",21,125,2,0,"no"
"1611",58,"technician","married","secondary","unknown",16,580,3,0,"no"
"1612",36,"services","married","secondary","cellular",7,15,1,1,"no"
"1613",55,"technician","married","secondary","unknown",30,119,2,0,"no"
"1614",31,"blue-collar","married","secondary","unknown",20,26,2,0,"no"
"1615",38,"technician","married","secondary","cellular",17,224,2,1,"no"
"1616",42,"blue-collar","married","secondary","unknown",29,285,1,0,"no"
"1617",32,"management","divorced","tertiary","unknown",8,399,4,0,"no"
"1618",39,"blue-collar","married","secondary","cellular",30,88,3,0,"no"
"1619",41,"technician","married","secondary","cellular",6,185,4,0,"no"
"1620",59,"blue-collar","married","primary","cellular",28,98,1,6,"no"
"1621",42,"unemployed","divorced","secondary","cellular",28,97,1,3,"no"
"1622",33,"blue-collar","married","secondary","cellular",14,72,2,1,"no"
"1623",53,"retired","married","secondary","cellular",6,109,1,2,"no"
"1624",43,"blue-collar","married","primary","unknown",6,208,3,0,"no"
"1625",39,"self-employed","single","tertiary","unknown",18,1029,1,0,"yes"
"1626",27,"entrepreneur","single","secondary","cellular",5,273,1,0,"no"
"1627",39,"management","married","tertiary","unknown",23,130,1,0,"no"
"1628",27,"blue-collar","single","secondary","cellular",26,590,2,0,"no"
"1629",33,"admin.","married","secondary","cellular",19,107,2,0,"no"
"1630",29,"services","divorced","secondary","unknown",12,88,2,0,"no"
"1631",33,"management","divorced","tertiary","cellular",13,305,2,0,"no"
"1632",41,"entrepreneur","married","secondary","cellular",19,90,2,0,"no"
"1633",38,"technician","single","tertiary","cellular",17,222,1,0,"no"
"1634",30,"management","married","tertiary","cellular",9,127,1,0,"no"
"1635",58,"unemployed","married","tertiary","telephone",28,38,1,0,"no"
"1636",37,"services","single","secondary","cellular",14,380,3,0,"no"
"1637",36,"admin.","divorced","secondary","cellular",7,244,3,1,"no"
"1638",45,"blue-collar","married","primary","cellular",28,189,17,0,"no"
"1639",23,"technician","single","secondary","unknown",4,217,2,0,"no"
"1640",53,"blue-collar","married","primary","cellular",28,388,3,1,"yes"
"1641",44,"blue-collar","married","primary","unknown",20,22,3,0,"no"
"1642",32,"technician","single","secondary","cellular",13,289,2,0,"no"
"1643",32,"management","married","tertiary","cellular",21,221,8,0,"no"
"1644",38,"admin.","married","tertiary","cellular",31,129,2,0,"no"
"1645",47,"blue-collar","married","primary","cellular",4,147,2,4,"no"
"1646",34,"services","single","secondary","unknown",23,299,1,0,"no"
"1647",52,"services","married","secondary","unknown",15,543,12,0,"no"
"1648",45,"admin.","single","secondary","cellular",5,247,1,0,"no"
"1649",50,"blue-collar","married","primary","unknown",8,166,2,0,"no"
"1650",52,"blue-collar","divorced","primary","unknown",15,755,1,0,"yes"
"1651",37,"blue-collar","married","secondary","unknown",27,336,2,0,"no"
"1652",51,"blue-collar","married","secondary","unknown",29,619,1,0,"no"
"1653",32,"management","married","tertiary","cellular",5,159,2,2,"no"
"1654",33,"blue-collar","married","secondary","unknown",23,29,3,0,"no"
"1655",28,"unemployed","married","secondary","unknown",4,606,2,0,"no"
"1656",66,"management","married","tertiary","cellular",23,971,2,0,"no"
"1657",31,"services","single","secondary","unknown",28,231,2,0,"no"
"1658",35,"blue-collar","married","primary","unknown",7,163,1,0,"no"
"1659",47,"services","single","unknown","cellular",19,385,2,0,"yes"
"1660",36,"admin.","single","secondary","telephone",24,119,2,0,"no"
"1661",32,"technician","single","tertiary","cellular",29,348,1,0,"no"
"1662",34,"blue-collar","married","primary","unknown",31,30,1,0,"no"
"1663",40,"admin.","married","secondary","cellular",7,249,2,1,"no"
