age,job,marital,education,contact,days_since _signed_in,Time spend on website,Number_of_campaigns,previous_purchases,Purchase_Made
47,blue-collar,married,primary,cellular,21,125,2,0,no
58,technician,married,secondary,unknown,16,580,3,0,no
36,services,married,secondary,cellular,7,15,1,1,no
55,technician,married,secondary,unknown,30,119,2,0,no
31,blue-collar,married,secondary,unknown,20,26,2,0,no
38,technician,married,secondary,cellular,17,224,2,1,no
42,blue-collar,married,secondary,unknown,29,285,1,0,no
32,management,divorced,tertiary,unknown,8,399,4,0,no
39,blue-collar,married,secondary,cellular,30,88,3,0,no
41,technician,married,secondary,cellular,6,185,4,0,no
59,blue-collar,married,primary,cellular,28,98,1,6,no
42,unemployed,divorced,secondary,cellular,28,97,1,3,no
33,blue-collar,married,secondary,cellular,14,72,2,1,no
53,retired,married,secondary,cellular,6,109,1,2,no
43,blue-collar,married,primary,unknown,6,208,3,0,no
39,self-employed,single,tertiary,unknown,18,1029,1,0,yes
27,entrepreneur,single,secondary,cellular,5,273,1,0,no
39,management,married,tertiary,unknown,23,130,1,0,no
27,blue-collar,single,secondary,cellular,26,590,2,0,no
33,admin.,married,secondary,cellular,19,107,2,0,no
29,services,divorced,secondary,unknown,12,88,2,0,no
33,management,divorced,tertiary,cellular,13,305,2,0,no
41,entrepreneur,married,secondary,cellular,19,90,2,0,no
38,technician,single,tertiary,cellular,17,222,1,0,no
30,management,married,tertiary,cellular,9,127,1,0,no
58,unemployed,married,tertiary,telephone,28,38,1,0,no
37,services,single,secondary,cellular,14,380,3,0,no
36,admin.,divorced,secondary,cellular,7,244,3,1,no
45,blue-collar,married,primary,cellular,28,189,17,0,no
23,technician,single,secondary,unknown,4,217,2,0,no
53,blue-collar,married,primary,cellular,28,388,3,1,yes
44,blue-collar,married,primary,unknown,20,22,3,0,no
32,technician,single,secondary,cellular,13,289,2,0,no
32,management,married,tertiary,cellular,21,221,8,0,no
38,admin.,married,tertiary,cellular,31,129,2,0,no
47,blue-collar,married,primary,cellular,4,147,2,4,no
34,services,single,secondary,unknown,23,299,1,0,no
52,services,married,secondary,unknown,15,543,12,0,no
45,admin.,single,secondary,cellular,5,247,1,0,no
50,blue-collar,married,primary,unknown,8,166,2,0,no
52,blue-collar,divorced,primary,unknown,15,755,1,0,yes
37,blue-collar,married,secondary,unknown,27,336,2,0,no
51,blue-collar,married,secondary,unknown,29,619,1,0,no
32,management,married,tertiary,cellular,5,159,2,2,no
33,blue-collar,married,secondary,unknown,23,29,3,0,no
28,unemployed,married,secondary,unknown,4,606,2,0,no
66,management,married,tertiary,cellular,23,971,2,0,no
31,services,single,secondary,unknown,28,231,2,0,no
35,blue-collar,married,primary,unknown,7,163,1,0,no
47,services,single,unknown,cellular,19,385,2,0,yes
36,admin.,single,secondary,telephone,24,119,2,0,no
32,technician,single,tertiary,cellular,29,348,1,0,no
34,blue-collar,married,primary,unknown,31,30,1,0,no
40,admin.,married,secondary,cellular,7,249,2,1,no
33,self-employed,married,tertiary,cellular,4,119,2,0,no
39,blue-collar,married,secondary,cellular,8,177,1,0,no
38,self-employed,married,secondary,unknown,28,110,5,0,no
32,technician,single,secondary,cellular,18,594,4,0,yes
34,unemployed,single,tertiary,cellular,12,123,1,0,no
34,admin.,single,primary,cellular,6,172,4,0,no
42,blue-collar,single,primary,cellular,8,178,1,0,no
31,services,married,secondary,cellular,6,230,1,0,no
47,technician,married,secondary,unknown,20,89,3,0,no
44,technician,divorced,secondary,unknown,15,118,4,0,no
38,housemaid,married,secondary,cellular,28,143,2,0,no
28,management,single,tertiary,unknown,19,7,1,0,no
46,admin.,single,secondary,unknown,13,104,2,0,no
51,blue-collar,divorced,primary,unknown,2,220,2,0,no
42,management,divorced,tertiary,unknown,20,85,2,0,no
37,technician,single,secondary,cellular,16,91,3,0,yes
58,unemployed,married,tertiary,cellular,5,19,8,0,no
43,admin.,married,secondary,cellular,19,574,1,3,yes
36,management,single,tertiary,cellular,7,49,1,0,no
34,blue-collar,married,secondary,cellular,2,171,2,2,no
31,management,single,tertiary,cellular,2,258,1,1,yes
49,technician,married,unknown,cellular,18,41,2,0,no
54,management,married,tertiary,cellular,20,83,1,0,no
29,unemployed,single,secondary,telephone,30,95,1,0,no
51,retired,divorced,secondary,unknown,30,78,2,0,no
40,unemployed,divorced,secondary,cellular,2,134,1,7,no
35,management,single,tertiary,cellular,22,215,1,0,yes
25,student,single,secondary,cellular,26,226,2,0,yes
32,blue-collar,single,secondary,cellular,17,1275,1,0,yes
30,self-employed,married,secondary,unknown,17,66,1,5,no
38,management,married,tertiary,cellular,7,196,3,0,no
46,admin.,married,secondary,cellular,27,229,2,0,yes
43,unemployed,married,primary,unknown,15,241,2,0,no
32,technician,single,tertiary,cellular,20,354,2,0,no
29,blue-collar,single,secondary,cellular,11,471,3,0,no
56,blue-collar,married,secondary,cellular,30,90,2,1,no
57,technician,married,primary,unknown,5,58,8,0,no
38,admin.,married,secondary,unknown,21,379,2,0,no
51,technician,married,primary,unknown,20,12,5,0,no
35,admin.,single,tertiary,cellular,30,67,1,0,no
37,blue-collar,married,primary,unknown,18,165,7,0,no
48,management,married,secondary,cellular,8,1032,3,7,yes
30,blue-collar,single,secondary,unknown,23,84,3,0,no
60,retired,married,secondary,cellular,18,393,4,0,no
56,management,married,secondary,cellular,19,808,1,0,no
45,blue-collar,married,primary,unknown,7,923,3,0,no
38,technician,divorced,secondary,cellular,11,63,6,0,no
20,student,single,secondary,cellular,12,274,1,0,no
59,retired,married,primary,cellular,27,84,4,0,no
34,technician,married,tertiary,cellular,20,78,3,0,yes
36,blue-collar,married,unknown,unknown,20,41,7,0,no
53,admin.,single,secondary,cellular,2,317,1,2,yes
51,management,married,tertiary,cellular,5,138,1,0,no
58,retired,married,secondary,cellular,27,88,4,0,no
48,management,married,primary,unknown,29,413,2,0,no
56,management,married,tertiary,cellular,5,139,1,0,no
51,blue-collar,married,primary,cellular,8,82,2,0,no
35,blue-collar,married,secondary,cellular,20,12,6,0,no
40,admin.,single,secondary,cellular,11,221,1,1,yes
59,housemaid,married,secondary,unknown,9,38,1,0,no
44,management,divorced,tertiary,cellular,21,661,1,0,no
49,housemaid,married,primary,telephone,7,388,1,0,yes
35,admin.,married,tertiary,cellular,28,151,7,0,no
41,management,married,tertiary,cellular,25,140,8,0,no
55,retired,married,primary,cellular,8,124,1,0,no
51,self-employed,married,secondary,cellular,7,200,1,0,no
27,services,single,secondary,cellular,6,101,3,0,no
57,blue-collar,married,primary,cellular,7,261,12,0,no
51,management,single,tertiary,cellular,17,176,2,0,no
38,management,married,tertiary,unknown,16,209,12,0,no
49,admin.,married,secondary,cellular,13,223,1,2,yes
40,technician,single,tertiary,cellular,20,38,1,1,no
47,housemaid,single,tertiary,telephone,6,541,1,3,no
48,management,divorced,secondary,unknown,29,84,1,0,no
47,services,married,tertiary,cellular,22,602,9,0,no
56,services,married,secondary,cellular,27,26,11,0,no
29,management,single,tertiary,cellular,26,328,2,2,yes
38,technician,married,secondary,unknown,30,762,3,0,yes
32,management,married,tertiary,cellular,26,107,4,0,no
42,admin.,single,secondary,unknown,14,46,5,0,no
30,blue-collar,married,primary,cellular,10,128,6,0,no
26,admin.,single,tertiary,unknown,29,360,5,0,no
35,technician,married,secondary,cellular,9,524,1,5,yes
35,technician,married,secondary,unknown,1,128,3,0,no
35,self-employed,single,tertiary,cellular,7,310,2,2,no
57,blue-collar,married,secondary,cellular,21,819,10,0,yes
29,admin.,single,secondary,cellular,8,202,1,2,no
32,blue-collar,single,secondary,unknown,9,144,2,0,no
45,technician,married,secondary,cellular,24,311,1,0,no
51,management,single,tertiary,cellular,15,415,4,1,yes
31,technician,single,secondary,unknown,12,93,8,0,no
50,self-employed,married,unknown,unknown,6,101,1,0,no
38,blue-collar,single,secondary,unknown,7,72,1,0,no
37,management,married,tertiary,cellular,22,282,1,0,no
35,management,married,tertiary,unknown,19,210,2,0,no
37,unemployed,married,unknown,cellular,4,369,1,0,no
28,management,single,tertiary,cellular,9,125,6,0,no
38,management,married,tertiary,unknown,16,301,6,0,no
43,management,married,secondary,cellular,26,14,14,0,no
43,management,married,unknown,unknown,29,57,3,0,no
56,management,married,tertiary,cellular,18,420,1,0,no
32,technician,single,tertiary,cellular,14,638,1,3,no
58,management,divorced,tertiary,unknown,15,137,2,0,no
47,management,married,tertiary,cellular,22,557,7,0,no
31,blue-collar,single,secondary,unknown,30,66,2,0,no
38,management,married,tertiary,unknown,20,206,1,0,no
50,blue-collar,married,secondary,unknown,14,19,14,0,no
32,blue-collar,married,secondary,cellular,6,166,2,0,no
37,services,single,secondary,cellular,15,102,1,2,no
39,management,married,tertiary,unknown,2,46,2,0,no
40,services,married,secondary,unknown,4,126,1,0,no
41,blue-collar,married,secondary,unknown,13,161,1,0,no
45,technician,married,secondary,cellular,8,355,1,0,no
31,admin.,married,secondary,unknown,14,40,2,0,no
54,services,married,primary,cellular,14,143,1,0,no
39,admin.,divorced,secondary,cellular,14,133,2,0,no
56,admin.,divorced,secondary,unknown,9,185,2,0,no
35,admin.,single,secondary,unknown,20,22,12,0,no
34,management,married,secondary,cellular,25,184,7,0,no
31,technician,single,secondary,cellular,22,78,2,0,no
38,technician,married,tertiary,cellular,22,125,4,0,no
41,technician,married,tertiary,unknown,5,189,2,0,no
44,entrepreneur,married,tertiary,unknown,9,300,1,0,no
49,blue-collar,married,secondary,unknown,28,396,1,0,no
30,services,single,secondary,unknown,20,340,3,0,no
31,services,single,secondary,telephone,20,55,2,0,no
34,management,married,secondary,cellular,22,238,6,0,no
70,retired,married,tertiary,cellular,5,172,3,1,no
45,management,married,tertiary,unknown,12,36,3,0,no
31,management,married,tertiary,cellular,20,303,2,0,no
57,admin.,married,secondary,cellular,14,417,3,0,no
40,services,married,unknown,unknown,16,162,3,0,no
28,blue-collar,married,secondary,cellular,14,10,9,1,no
44,admin.,single,secondary,cellular,10,99,1,0,no
49,services,divorced,secondary,unknown,16,32,3,0,no
46,management,married,tertiary,cellular,17,308,3,0,no
34,management,married,tertiary,cellular,16,298,3,0,no
58,technician,married,secondary,cellular,12,92,4,0,no
52,services,married,secondary,cellular,25,288,12,0,no
27,blue-collar,married,secondary,cellular,16,130,1,1,no
48,technician,married,secondary,cellular,28,255,2,0,no
33,technician,divorced,secondary,cellular,18,167,5,0,no
46,admin.,married,secondary,cellular,17,64,3,5,no
51,housemaid,married,unknown,cellular,4,166,2,0,no
31,management,married,tertiary,cellular,13,657,7,0,yes
35,technician,divorced,secondary,unknown,26,434,4,0,no
37,admin.,single,secondary,cellular,20,75,1,0,no
60,entrepreneur,married,primary,telephone,23,40,1,0,no
40,technician,married,secondary,cellular,5,398,2,0,no
50,management,married,tertiary,cellular,21,163,2,3,no
34,entrepreneur,married,secondary,cellular,28,137,8,0,no
32,technician,married,secondary,unknown,4,257,3,0,no
36,services,single,secondary,cellular,3,231,2,1,no
32,admin.,single,tertiary,unknown,4,192,1,0,no
40,services,divorced,secondary,cellular,23,186,1,0,no
37,blue-collar,married,primary,cellular,6,226,1,3,no
57,management,married,tertiary,cellular,21,67,1,0,no
46,management,married,tertiary,cellular,28,205,2,0,no
31,blue-collar,single,primary,cellular,20,14,1,0,no
39,technician,divorced,tertiary,cellular,6,488,1,0,yes
35,management,married,secondary,unknown,23,50,3,0,no
32,blue-collar,married,primary,cellular,23,312,1,0,no
44,technician,divorced,secondary,cellular,21,163,3,0,no
41,technician,single,secondary,unknown,2,76,2,0,no
59,retired,divorced,primary,cellular,5,150,1,0,no
39,services,married,secondary,cellular,17,244,2,0,no
54,management,married,tertiary,cellular,5,207,1,0,yes
27,services,single,secondary,cellular,18,113,1,0,no
51,self-employed,married,secondary,cellular,23,1309,4,0,yes
33,technician,single,secondary,cellular,25,72,6,0,no
38,blue-collar,married,primary,cellular,19,551,1,1,no
52,entrepreneur,married,tertiary,unknown,19,163,3,0,no
54,management,divorced,tertiary,cellular,21,179,10,0,no
33,blue-collar,married,primary,cellular,13,217,2,0,no
50,technician,married,secondary,unknown,2,88,1,0,no
39,blue-collar,single,secondary,unknown,2,21,1,0,no
34,management,single,tertiary,cellular,14,142,1,0,yes
41,technician,single,secondary,cellular,5,1056,1,0,no
48,management,divorced,tertiary,cellular,14,72,1,2,no
38,services,married,secondary,unknown,20,411,1,0,no
34,blue-collar,married,secondary,unknown,21,145,1,0,no
32,blue-collar,married,secondary,cellular,8,80,2,0,no
48,management,married,secondary,unknown,28,344,1,0,no
28,services,single,secondary,cellular,18,128,1,0,no
47,blue-collar,married,secondary,cellular,30,412,1,1,yes
32,admin.,single,secondary,cellular,14,908,3,7,no
32,admin.,married,secondary,cellular,17,819,4,0,no
38,management,married,tertiary,cellular,5,210,2,0,no
86,retired,married,secondary,telephone,18,165,3,1,no
47,technician,married,secondary,cellular,28,118,8,0,no
42,management,married,primary,cellular,6,159,1,2,no
44,management,married,tertiary,cellular,9,618,1,0,no
25,student,single,unknown,cellular,23,102,2,2,no
34,services,divorced,secondary,cellular,6,89,1,1,no
34,admin.,married,secondary,cellular,8,401,2,0,yes
53,blue-collar,married,primary,cellular,15,200,3,0,no
42,blue-collar,married,unknown,cellular,30,152,5,0,no
30,blue-collar,single,secondary,cellular,14,203,1,2,no
26,blue-collar,single,primary,cellular,18,827,2,0,yes
40,services,married,secondary,unknown,15,735,1,0,no
34,technician,single,secondary,unknown,28,185,6,0,no
34,services,married,secondary,unknown,8,149,1,0,no
40,management,married,tertiary,cellular,29,303,2,0,no
36,management,married,tertiary,unknown,3,71,2,0,no
34,technician,single,secondary,cellular,6,445,2,2,no
32,blue-collar,single,secondary,cellular,18,232,2,0,no
39,technician,married,secondary,cellular,30,144,5,2,no
36,technician,married,tertiary,cellular,19,209,2,0,no
39,technician,divorced,secondary,cellular,10,691,2,5,yes
33,management,married,unknown,unknown,23,415,1,0,no
34,blue-collar,single,secondary,cellular,7,273,5,0,no
42,management,married,tertiary,telephone,8,376,2,0,yes
46,technician,married,secondary,cellular,31,37,10,0,no
32,management,single,tertiary,cellular,20,148,2,0,no
27,services,married,secondary,cellular,16,57,2,0,no
35,technician,divorced,secondary,unknown,8,461,3,0,no
53,technician,married,unknown,unknown,17,198,6,0,no
29,services,single,secondary,cellular,30,327,4,0,no
35,management,single,tertiary,cellular,29,669,6,0,no
49,management,married,tertiary,cellular,29,165,1,0,no
58,management,married,tertiary,cellular,19,58,2,0,no
40,management,single,tertiary,cellular,29,1473,1,0,yes
19,student,single,unknown,cellular,11,123,3,0,no
30,student,single,tertiary,unknown,6,289,1,0,no
34,technician,single,secondary,cellular,25,239,5,0,no
60,retired,married,secondary,cellular,7,1386,1,0,no
28,student,single,tertiary,cellular,28,294,2,7,yes
46,management,married,tertiary,cellular,18,910,2,4,yes
49,blue-collar,divorced,primary,unknown,27,550,7,0,no
59,management,divorced,tertiary,cellular,21,75,1,0,no
44,technician,single,secondary,unknown,14,100,3,0,no
33,technician,married,tertiary,cellular,21,204,4,0,no
54,retired,married,secondary,cellular,14,155,1,7,no
26,blue-collar,married,secondary,unknown,4,46,3,0,no
54,blue-collar,married,secondary,telephone,16,1366,1,1,no
48,housemaid,married,primary,cellular,21,609,2,0,yes
30,services,single,tertiary,cellular,21,1532,2,0,yes
29,management,single,tertiary,cellular,12,226,1,1,yes
51,entrepreneur,married,tertiary,cellular,5,168,1,0,no
53,unemployed,married,primary,cellular,3,352,1,0,yes
43,blue-collar,married,secondary,cellular,30,335,6,0,no
34,admin.,married,tertiary,cellular,25,74,1,0,no
40,entrepreneur,married,tertiary,cellular,12,85,1,0,no
43,technician,married,secondary,unknown,5,117,1,0,no
33,admin.,single,secondary,cellular,25,184,1,0,no
66,retired,married,secondary,cellular,13,72,3,0,no
44,technician,divorced,secondary,unknown,7,171,1,0,no
33,services,married,secondary,telephone,22,44,8,0,no
31,technician,single,secondary,cellular,13,336,2,0,no
71,retired,married,primary,cellular,16,93,5,0,yes
22,student,single,primary,cellular,20,332,1,3,yes
46,unemployed,single,tertiary,cellular,4,398,1,0,no
32,services,married,secondary,unknown,21,86,2,0,no
45,blue-collar,married,secondary,cellular,9,45,2,0,no
32,management,married,secondary,unknown,28,110,2,0,no
49,blue-collar,married,primary,telephone,9,152,3,1,no
27,technician,single,secondary,cellular,30,356,4,0,yes
46,entrepreneur,married,secondary,unknown,16,382,3,0,no
37,management,single,tertiary,cellular,28,233,1,0,no
30,unemployed,single,secondary,unknown,28,87,1,0,no
44,self-employed,divorced,secondary,unknown,14,387,2,0,no
45,technician,married,secondary,cellular,30,103,1,0,no
27,student,single,secondary,cellular,27,378,1,0,yes
57,housemaid,married,primary,unknown,9,257,2,0,no
