"","age","days_since._signed_in","Time.spend.on.website","Number_of_campaigns","previous_purchases","Purchase_Made","admin.","bluecollar","entrepreneur","housemaid","management","retired","selfemployed","services","student","technician","married","single","primary","secondary","tertiary","cellular","telephone"
"1510",39,19,134,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1511",34,26,41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"1512",42,19,611,2,12,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1513",35,6,216,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1514",60,6,388,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1515",57,5,242,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1516",31,7,387,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"1517",29,7,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"1518",41,20,281,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"1519",46,17,332,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1520",33,4,218,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"1521",32,21,650,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1522",54,18,1034,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"1523",37,8,182,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"1524",32,25,156,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"1525",43,6,171,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1526",50,19,265,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1527",34,20,10,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1528",31,16,350,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1529",43,17,65,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"1530",49,23,58,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1531",22,3,69,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"1532",35,29,127,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1533",56,19,154,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"1534",53,31,36,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"1535",54,5,85,7,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"1536",32,14,362,1,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"1537",41,11,49,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"1538",40,6,410,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1539",33,8,253,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1540",33,19,570,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"1541",34,24,633,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1542",36,6,82,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"1543",34,8,164,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"1544",55,9,175,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"1545",28,15,659,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
"1546",29,17,139,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"1547",31,4,43,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1548",52,22,343,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1549",54,19,74,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"1550",43,15,302,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1551",55,14,455,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1552",28,28,126,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1553",45,18,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1554",45,14,120,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1555",51,18,727,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1556",42,7,275,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"1557",34,18,61,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1558",36,15,232,2,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1559",37,10,214,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1560",50,11,21,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"1561",42,16,138,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"1562",34,18,173,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"1563",48,16,635,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"1564",47,14,77,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1565",40,12,73,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"1566",37,18,540,2,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1567",38,3,179,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1568",29,17,119,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"1569",46,20,107,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"1570",26,19,48,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1571",30,29,447,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"1572",42,17,430,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1573",42,7,64,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"1574",31,28,217,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1575",37,7,77,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"1576",26,26,16,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1577",54,4,753,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1578",70,26,125,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"1579",29,28,1210,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"1580",50,9,185,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"1581",60,4,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1582",32,19,156,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"1583",32,29,403,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"1584",34,17,145,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"1585",48,12,17,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
"1586",25,9,160,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
"1587",32,18,486,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"1588",32,3,321,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1589",47,9,203,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1590",32,31,646,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"1591",49,8,97,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"1592",53,16,144,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"1593",41,20,30,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1594",47,15,82,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"1595",35,13,326,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1596",33,19,414,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"1597",49,16,285,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1598",46,11,716,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"1599",29,28,449,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1600",58,17,16,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"1601",40,2,65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1602",34,18,138,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1603",60,10,121,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
"1604",43,27,140,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1605",50,18,256,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1606",33,31,61,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1607",37,14,367,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1608",55,14,9,5,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
"1609",45,15,395,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"1610",47,21,125,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1611",58,16,580,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"1612",36,7,15,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"1613",55,30,119,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"1614",31,20,26,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1615",38,17,224,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"1616",42,29,285,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1617",32,8,399,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1618",39,30,88,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1619",41,6,185,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"1620",59,28,98,1,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1621",42,28,97,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1622",33,14,72,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1623",53,6,109,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"1624",43,6,208,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1625",39,18,1029,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"1626",27,5,273,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"1627",39,23,130,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"1628",27,26,590,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"1629",33,19,107,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1630",29,12,88,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1631",33,13,305,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"1632",41,19,90,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1633",38,17,222,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"1634",30,9,127,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1635",58,28,38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"1636",37,14,380,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"1637",36,7,244,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1638",45,28,189,17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1639",23,4,217,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"1640",53,28,388,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1641",44,20,22,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1642",32,13,289,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"1643",32,21,221,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1644",38,31,129,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"1645",47,4,147,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1646",34,23,299,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"1647",52,15,543,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"1648",45,5,247,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"1649",50,8,166,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1650",52,15,755,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1651",37,27,336,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1652",51,29,619,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1653",32,5,159,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1654",33,23,29,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1655",28,4,606,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1656",66,23,971,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1657",31,28,231,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"1658",35,7,163,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1659",47,19,385,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"1660",36,24,119,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"1661",32,29,348,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"1662",34,31,30,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1663",40,7,249,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1664",33,4,119,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
"1665",39,8,177,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1666",38,28,110,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"1667",32,18,594,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"1668",34,12,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"1669",34,6,172,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"1670",42,8,178,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"1671",31,6,230,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"1672",47,20,89,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"1673",44,15,118,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1674",38,28,143,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
"1675",28,19,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"1676",46,13,104,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1677",51,2,220,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1678",42,20,85,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1679",37,16,91,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"1680",58,5,19,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"1681",43,19,574,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1682",36,7,49,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"1683",34,2,171,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1684",31,2,258,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"1685",49,18,41,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"1686",54,20,83,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1687",29,30,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"1688",51,30,78,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1689",40,2,134,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1690",35,22,215,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"1691",25,26,226,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"1692",32,17,1275,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"1693",30,17,66,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"1694",38,7,196,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1695",46,27,229,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1696",43,15,241,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1697",32,20,354,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"1698",29,11,471,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"1699",56,30,90,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1700",57,5,58,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"1701",38,21,379,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1702",51,20,12,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"1703",35,30,67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"1704",37,18,165,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1705",48,8,1032,3,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"1706",30,23,84,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1707",60,18,393,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"1708",56,19,808,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"1709",45,7,923,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1710",38,11,63,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"1711",20,12,274,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"1712",59,27,84,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
"1713",34,20,78,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"1714",36,20,41,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1715",53,2,317,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"1716",51,5,138,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1717",58,27,88,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"1718",48,29,413,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"1719",56,5,139,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1720",51,8,82,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1721",35,20,12,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1722",40,11,221,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"1723",59,9,38,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"1724",44,21,661,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"1725",49,7,388,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
"1726",35,28,151,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"1727",41,25,140,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1728",55,8,124,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
"1729",51,7,200,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"1730",27,6,101,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"1731",57,7,261,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1732",51,17,176,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"1733",38,16,209,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"1734",49,13,223,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1735",40,20,38,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"1736",47,6,541,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
"1737",48,29,84,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1738",47,22,602,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
"1739",56,27,26,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"1740",29,26,328,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"1741",38,30,762,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"1742",32,26,107,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1743",42,14,46,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1744",30,10,128,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1745",26,29,360,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1746",35,9,524,1,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"1747",35,1,128,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"1748",35,7,310,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"1749",57,21,819,10,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1750",29,8,202,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"1751",32,9,144,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1752",45,24,311,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"1753",51,15,415,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"1754",31,12,93,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"1755",50,6,101,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1756",38,7,72,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1757",37,22,282,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1758",35,19,210,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"1759",37,4,369,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1760",28,9,125,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"1761",38,16,301,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"1762",43,26,14,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"1763",43,29,57,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"1764",56,18,420,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1765",32,14,638,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"1766",58,15,137,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1767",47,22,557,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"1768",31,30,66,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1769",38,20,206,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"1770",50,14,19,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1771",32,6,166,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"1772",37,15,102,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"1773",39,2,46,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"1774",40,4,126,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"1775",41,13,161,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1776",45,8,355,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"1777",31,14,40,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1778",54,14,143,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
"1779",39,14,133,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1780",56,9,185,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1781",35,20,22,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1782",34,25,184,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"1783",31,22,78,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"1784",38,22,125,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"1785",41,5,189,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"1786",44,9,300,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
